"","peso"
"1",11.2369920330734
"2",13.092934831672
"3",14.7701777987756
"4",8.1834567247031
"5",10.5604174103177
"6",11.756075163944
"7",11.8646388947803
"8",7.93260472462925
"9",6.16506606207953
"10",13.3755849311695
"11",6.98139452917703
"12",9.07630735893851
"13",10.1010316980545
"14",9.21623206682984
"15",7.38143182871239
"16",9.52944819903925
"17",6.79932632102227
"18",12.0989526872676
"19",9.46533133484841
"20",9.91919994626141
"21",8.33434051155912
"22",7.85113552287822
"23",12.650559175253
"24",9.8644495573633
"25",5.4052364662318
"26",7.22302724796126
"27",9.13878670896532
"28",5.47485306439634
"29",1.80053144195749
"30",11.2182684034089
"31",11.4049539816314
"32",10.127905763634
"33",5.52094394461362
"34",9.80405519720841
"35",8.16447897026457
"36",10.8343192979211
"37",12.5401804356868
"38",12.8493980587541
"39",12.1799730281492
"40",6.54228501660263
"41",5.00344638326048
"42",11.2531737645819
"43",7.79365930737239
"44",11.8376703171538
"45",16.5100950440264
"46",7.42110552292468
"47",4.87560681457895
"48",5.51307855244846
"49",12.662273662157
"50",3.55667265044974
"51",7.18970060470095
"52",12.2127041134461
"53",7.52046494158225
"54",9.05295362093942
"55",14.4569036316965
"56",6.42167431452781
"57",11.9754679013406
"58",9.78417411402663
"59",15.1351846096615
"60",5.54454899397461
"61",4.9272006200083
"62",4.27491585576018
"63",9.84932658911851
"64",15.2225801305115
"65",7.47575204571663
"66",11.9614112073801
"67",12.2887776686987
"68",7.19978050416692
"69",9.48962715659698
"70",8.93237332669852
"71",9.36930070208515
"72",8.612365491119
"73",11.3138136841445
"74",10.3029813955508
"75",10.1842376357284
"76",9.44356199637222
"77",13.1678398277174
"78",8.28760961899931
"79",8.21216904144651
"80",2.58471605978446
"81",7.75723965613495
"82",0.781416967215028
"83",7.77896895637978
"84",14.0148287987927
"85",10.0923151713896
"86",5.12152900930746
"87",14.7081215338279
"88",8.49954167633734
"89",6.98209677469083
"90",11.6298041076906
"91",19.4357584024885
"92",11.5990028358871
"93",12.5764790904347
"94",8.63132950065759
"95",12.2174178747344
"96",-1.13135954975717
"97",1.05307535004166
"98",13.4157415138457
"99",8.48149651330546
"100",11.0970806526929
"101",8.75039786492842
"102",13.6124560588313
"103",5.12305471130089
"104",11.9342560287977
"105",9.5387947565172
"106",2.65398276566567
"107",12.4881226548113
"108",8.48587676720291
"109",16.1624723689038
"110",5.51788392399772
"111",14.5144914520366
"112",11.2807315915799
"113",13.2634368029519
"114",6.56536262003265
"115",6.33286977544935
"116",15.1975531983976
"117",7.0589505338483
"118",8.17574757522053
"119",4.78144063168861
"120",15.0753296649596
"121",13.6488449495722
"122",7.71547707285831
"123",13.520988230334
"124",12.7475361791977
"125",10.6142584754827
"126",10.6735000593472
"127",16.7852340929133
"128",7.49526764111364
"129",7.03990139207307
"130",5.09860345538864
"131",7.90263410034304
"132",9.14659876342754
"133",9.62961361536259
"134",5.60948427882176
"135",12.6245117169217
"136",5.53069613060431
"137",12.0705180721449
"138",15.6587164374438
"139",9.64732921703149
"140",10.2418396889094
"141",11.6834001824274
"142",5.97039437680056
"143",16.2175668146726
"144",13.0665111418686
"145",16.4574565461459
"146",12.5673975625775
"147",15.376280810158
"148",7.73519006572191
"149",17.0599423709943
"150",15.9095376936338
"151",6.03119968924192
"152",14.0015503054077
"153",13.5466267054599
"154",15.230420647084
"155",15.6262153972942
"156",14.5181603696346
"157",7.03428281050496
"158",12.6295534537161
"159",17.3147430784728
"160",10.5733986896144
"161",8.59328718800935
"162",12.9678385990625
"163",6.97397142606449
"164",7.24029444945321
"165",13.8810054630953
"166",11.7887846857162
"167",11.0198128007572
"168",13.4639475193925
"169",5.57435698624627
"170",14.417345840856
"171",10.6963247023871
"172",5.58154214238699
"173",12.9368688571639
"174",7.70921548639659
"175",13.0962612410119
"176",10.7435363273655
"177",7.19348794393255
"178",11.5067085284372
"179",13.0333631129663
"180",4.65582999421203
"181",8.79450422229
"182",15.1394327857535
"183",16.2746959487129
"184",2.47002680235807
"185",8.77495179188705
"186",13.1371959106675
"187",9.43997040522645
"188",11.8451851767536
"189",11.37784781938
"190",9.88860430377667
"191",12.1016837100675
"192",6.28539117502165
"193",8.20801449755708
"194",14.017389746789
"195",10.3010846334062
"196",11.3668544517974
"197",3.49745057039716
"198",8.09241231071798
"199",7.51625903500907
"200",10.980738245066
"201",7.88907635027965
"202",5.66611141317505
"203",10.601697865469
"204",7.49045893591741
"205",11.3512303428823
"206",13.0664945917419
"207",5.89410087462464
"208",11.7943631127906
"209",13.4169969881751
"210",3.72246480869015
"211",8.26703694998617
"212",9.94789361158092
"213",9.43348735798308
"214",9.66762815209149
"215",12.2000030013627
"216",10.7150314430183
"217",13.3087749950438
"218",10.5587877636971
"219",16.753911630375
"220",5.36987803123043
"221",12.0029813427774
"222",2.74925265909145
"223",4.14019846321234
"224",7.66503542046252
"225",5.3344502187167
"226",16.0321902220219
"227",11.2887062063151
"228",11.6926764197969
"229",11.8633757035445
"230",10.7334057724908
"231",14.568044698591
"232",12.3168275542941
"233",3.21449057156672
"234",12.823204977418
"235",12.2807517080954
"236",3.94642585288667
"237",-0.0788255362941364
"238",13.6579314669001
"239",9.59967369083493
"240",13.8499992650125
"241",12.6947168117213
"242",13.9428566020001
"243",13.3473748917156
"244",9.11425414228782
"245",12.884035605289
"246",6.76228548038117
"247",7.2252688076125
"248",9.96013294712628
"249",13.3978429751244
"250",7.67745167012928
"251",9.27733823478369
"252",5.64217584318316
"253",13.3261503029831
"254",7.89631740751774
"255",13.6435055090732
"256",20.5303199809016
"257",12.9093793085547
"258",2.2790271456134
"259",12.1274780280273
"260",15.1612373047502
"261",11.9167686776692
"262",4.64401516159688
"263",12.7899741953098
"264",5.28277222695173
"265",7.1508404727676
"266",7.82669497411273
"267",8.31070135988124
"268",7.34114950937314
"269",8.95138861101941
"270",9.41507909891535
"271",6.84398590405615
"272",6.71820406216317
"273",9.14990120101478
"274",11.9328804555545
"275",14.4775669201205
"276",11.5946588379687
"277",3.86469741496899
"278",1.62463224309509
"279",9.42859133317476
"280",9.96780423746209
"281",5.61291217141438
"282",12.6704771645962
"283",17.5784013682578
"284",11.1348934145495
"285",16.9727324244015
"286",11.0970065401132
"287",13.5102449246722
"288",16.9571831318442
"289",6.72079109953703
"290",9.76950445770638
"291",15.4374758690333
"292",14.5180576414479
"293",9.9767355823448
"294",10.7314565448105
"295",5.70939862574338
"296",10.2964550219903
"297",4.50447578358942
"298",7.21645148157415
"299",13.1154830097678
"300",12.4384793127072
"301",10.8735337006857
"302",11.4324719502882
"303",14.6859225081665
"304",10.1066162110528
"305",9.50003409362185
"306",8.24413914761757
"307",10.0935722961768
"308",13.1236649237684
"309",9.27511952695905
"310",3.43118496157523
"311",6.39992110975166
"312",8.24018719744883
"313",5.39998253244918
"314",11.8837309484233
"315",11.4399395371159
"316",8.4351915873424
"317",10.801438322843
"318",13.2332805629614
"319",16.8896999936306
"320",9.16584207615708
"321",12.4629895616893
"322",15.0634247574952
"323",4.40677362801281
"324",16.9148555402312
"325",6.66426727131129
"326",7.40096197432304
"327",6.51846494550465
"328",6.48479463709776
"329",11.8313051674834
"330",10.1057829429765
"331",3.87166173595223
"332",7.45775549789998
"333",10.2294350137703
"334",7.7862834778993
"335",11.4423278531974
"336",8.94435689284223
"337",10.8320896994526
"338",12.0402304999049
"339",1.58281780889675
"340",4.53472533549621
"341",12.6025975472689
"342",13.4973934328105
"343",9.61179139175714
"344",7.13791377316127
"345",2.23626423194
"346",2.87412003542322
