"X","Y1","Y2"
1,0,9.80323456501769
2,1,9.02234365145017
3,1,8.18120569015399
4,1,10.0002544932604
5,0,10.5563332004079
6,0,8.10847889059646
7,0,12.8937352980771
8,1,12.5960844003475
9,0,11.5179737875716
10,1,8.86810206708957
11,0,11.5816529232405
12,0,10.1838951360463
13,0,11.0246405384688
14,1,10.6778442985822
15,0,10.6950470783231
16,1,12.5313381141619
17,1,12.107151701682
18,1,11.3758106334067
19,1,9.99757858089937
20,1,10.0736675598982
21,0,5.31179201206054
22,0,8.21422217538906
23,1,9.21333522631021
24,0,7.67805257989026
25,1,13.7772578014106
26,1,7.81244929548498
27,0,5.87603769220292
28,1,12.0428652716618
29,0,8.62745130043211
30,0,9.45619742910274
31,1,10.7331346882335
32,0,11.3628037745236
33,1,13.3902355047288
34,1,9.30852925193529
35,0,11.4503343426739
36,0,11.8425880245154
37,0,5.92213032492729
38,0,9.72072334315687
39,0,9.78868125121221
40,1,8.40723746723707
41,0,5.77017622682998
42,0,13.420206465183
43,0,10.1226786730315
44,0,7.9690088330011
45,0,8.82812730167937
46,1,10.7452471449242
47,0,8.90206137482528
48,0,8.34343022184445
49,0,10.9785094036603
50,0,7.6930683429404
51,1,9.68620520736072
52,0,11.2879476294984
53,0,13.0058476908141
54,1,12.1382022951659
55,1,9.2991191364513
56,0,11.5817287111387
57,0,7.95683257466964
58,1,7.45410948923005
59,0,13.0473729773435
60,0,7.14060162782194
61,0,11.5260128050027
62,0,12.1784286913023
63,0,10.5606931650515
64,0,11.1349847408324
65,0,8.27783385275064
66,0,11.0835465970648
67,1,14.1789740946029
68,1,9.50895608090991
69,1,7.29254841857665
70,0,11.3641860130376
71,1,8.89448858591786
72,0,9.33455295177584
73,1,11.5148949975074
74,0,10.5780890697703
75,0,8.89895731537012
76,0,11.2120223423633
77,0,10.6428546559722
78,0,11.55615326292
79,0,9.40167203829447
80,1,12.4446541822937
81,1,9.83457364463088
82,1,8.4173527276165
83,0,9.00457393501203
84,0,7.72390028934769
85,0,9.99535800603909
86,0,10.0050168954476
87,1,7.53627398612744
88,1,7.5170838034781
89,1,13.489392706311
90,1,7.6718145491088
91,0,7.78885892447781
92,0,10.4184794176235
93,1,10.4408756318236
94,0,10.2108625850206
95,0,7.10743579379883
96,0,12.7357027448514
97,1,9.73530475966959
98,1,9.68963597263948
99,1,10.1707526305636
100,0,11.7716441197795
101,1,7.82799006863976
102,1,8.67461647974419
103,0,7.0351503249632
104,0,14.571380844082
105,1,11.0845264334666
106,1,7.8970970629584
107,0,10.242250499973
108,1,10.8663192884419
109,0,8.10257668281583
110,0,7.85446809892945
111,0,11.2198988950661
112,0,10.4500180020079
113,0,7.27779945032624
114,0,8.32858515315396
115,0,8.73791972150496
116,0,6.86440842122121
117,1,8.10379161371889
118,1,6.71899406490954
119,0,13.0169896261787
120,0,8.33781917611766
121,1,11.7710051680078
122,0,9.70537138854221
123,0,10.219563983129
124,0,12.497817833165
125,0,11.493617765059
126,1,8.6542994978733
127,1,9.13111967380802
128,0,11.3829941291894
129,1,8.10092963872027
130,1,8.56156057793264
131,0,13.6930353960024
132,1,10.3365949624707
133,0,10.1324341731729
134,1,13.336076835235
135,0,14.9813654543214
136,0,8.1785102151024
137,1,8.6870756902318
138,0,11.9192323000768
139,1,10.2417943630832
140,0,10.0992290165257
141,0,10.6341628971162
142,0,10.5945871779069
143,0,11.4349444426783
144,1,8.81083247904601
145,1,10.7005259391499
146,0,11.1974995134807
147,0,9.240621078048
148,1,10.3143128290525
149,1,10.5889735650163
150,1,10.2938747217879
151,0,12.6821498172516
152,0,9.94925578545096
153,0,8.28670900706226
154,0,9.69821849432091
155,0,12.2552164859518
156,1,11.3311447148872
157,0,7.89958070631166
158,0,10.5234948753325
159,0,11.9215707602982
160,0,11.092268408045
161,0,9.39053842440503
162,0,9.74400154794441
163,0,10.6442012922348
164,0,11.8656030129523
165,0,11.838267837966
166,1,9.73028906620099
167,1,8.38022749053274
168,0,8.84831534997559
169,0,11.5121145163652
170,0,12.3567312208705
171,1,10.2700128924068
172,1,11.1357243285813
173,0,12.9030038365686
174,1,7.71880256240888
175,0,10.229339339956
176,0,6.0713547117893
177,1,8.9079072109072
178,0,10.7193161484931
179,0,12.7327773264703
180,0,10.1684077972663
181,1,11.1365780002513
182,1,8.89410929948158
183,0,8.07004015723795
184,1,9.76757682360437
185,0,10.025912341494
186,0,12.4504449993946
187,0,9.37901780261449
188,0,9.02719117006804
189,0,13.8734056769548
190,1,9.10533010464706
191,0,13.6756742004044
192,0,9.38023579656303
193,0,10.4995858709178
194,1,11.195166900179
195,1,11.8669415675208
196,1,9.30637545018119
197,0,9.33743221710993
198,0,9.04226961314154
199,0,11.3246722592068
200,1,9.63778459137855
201,1,10.5247307582806
202,0,10.3617938298341
203,0,11.7539101258825
204,0,8.05925696508577
205,1,9.84109225821962
206,1,13.2777834793705
207,1,8.3749193227307
208,0,11.8433060379077
209,1,9.93365914026155
210,0,14.6480471784674
211,1,11.9273187299013
212,0,8.51769730892769
213,0,6.83198279579057
214,0,9.97994626595536
215,1,10.0524613866375
216,0,9.5113599350604
217,0,8.67818584623477
218,0,10.491535493351
219,0,10.7491873873691
220,0,10.2336307020662
221,0,8.00646459551385
222,0,7.61024042999273
223,1,9.83172742615714
224,0,10.37047792065
225,0,13.5718620261511
226,0,8.44291550557572
227,0,12.1647466285486
228,1,8.10900353957504
229,1,11.6961925309122
230,0,11.2873104679848
231,1,12.6300660066295
232,1,7.91311790212716
233,0,4.29426863339933
234,0,10.1648656322698
235,0,10.8194833825327
236,1,9.81071544204302
237,0,7.05465966986847
238,1,7.28240130112336
239,1,9.12982396423249
240,1,9.44985703420178
241,0,9.83074696352211
242,0,9.54070468231937
243,0,9.29703859005651
244,1,8.35234581429078
245,0,7.32050984483102
246,1,10.5101172713613
247,1,8.3604881180411
248,0,10.1578559012656
249,1,11.0901514606398
250,0,10.3158022465121
251,0,7.86380984065902
252,1,10.7147376741077
253,1,9.92730261982723
254,1,11.5661745427504
255,0,11.1246256002365
256,1,11.2747940324413
257,1,6.98777462908212
258,1,8.62984414560603
259,1,11.2992821838817
260,0,8.74925108372977
261,0,12.0102148598141
262,0,9.789979751776
263,0,7.89084199096888
264,0,9.87026976074353
265,1,9.24926853799308
266,0,10.1928828848835
267,0,11.2574755906346
268,0,13.3656484812175
269,1,6.18459960783545
270,0,7.52333842272355
271,1,9.75819645428085
272,0,8.80079172842489
273,0,13.2432396234593
274,0,5.52670705897308
275,0,10.763760756518
276,0,10.488267366697
277,0,7.65754417058687
278,1,11.6367954447696
279,1,6.8337613399686
280,1,11.8990485159272
281,0,10.7371439192446
282,0,10.427629890565
283,0,11.0653956887518
284,0,9.39215837990774
285,0,11.1759623205762
286,1,11.5417031451211
287,1,11.5324572240457
288,0,7.48048330982569
289,0,9.55229373400218
290,0,11.4911306039571
291,0,10.1983253979739
292,1,9.92135950348634
293,0,8.31333537935072
294,0,10.4250061781722
295,0,10.3586075012955
296,1,8.07117349757002
297,0,14.4615188414172
298,0,12.595283019595
299,1,12.6663418836407
300,0,10.7201117330808
301,0,9.15769932197684
302,1,8.19361568040624
303,0,12.330519009247
304,1,13.2725816663528
305,0,9.00664219812258
306,0,12.2345842814982
307,1,11.0773421627821
308,0,10.7164611133932
309,1,10.7118699088343
310,1,15.9425714853251
311,1,12.1023796096381
312,0,8.25507895996012
313,1,10.6297739383795
314,0,12.7771534920609
315,1,8.46039040548142
316,1,5.73133060609091
317,1,6.43596479514474
318,1,7.86513625122205
319,1,11.4754331905402
320,0,9.49084136710749
321,1,9.52383813374311
322,0,11.4008405722232
323,1,11.2013094874391
324,0,9.71453064553506
325,0,8.4817099654016
326,0,7.23099821382864
327,0,9.57035166377524
328,1,10.2679252525426
329,0,6.88468122696282
330,1,8.58397245033931
331,1,11.5691964386365
332,1,8.75523893200648
333,1,7.04285189485662
334,1,8.36937429003561
335,0,10.3590361264657
336,0,8.87134120118021
337,0,15.050241936992
338,1,10.8827112837905
339,1,12.2746967154679
340,0,9.19217826500854
341,0,12.1474161778427
342,1,10.6474959501004
343,0,9.74784958541365
344,0,10.4977047326134
345,1,10.9127654913855
346,0,12.8618114996098
347,1,11.7924439177902
348,0,8.90222654896737
349,0,9.54962554004499
350,1,7.99719429776822
351,1,9.94577849951759
352,1,9.86539958006883
353,1,13.9960954886337
354,1,12.2827864487345
355,0,8.24292091412342
356,0,12.1673686272132
357,0,6.08247292779615
358,0,6.38286395177279
359,1,11.1918871916286
360,1,10.4479746472081
361,1,9.49232625680925
362,1,11.3388227361112
363,0,10.2024501889498
364,0,11.5695713430705
365,0,12.349096160772
366,0,10.5135612699279
367,0,11.2343335144202
368,1,7.51908819166643
369,0,6.30207472779976
370,0,8.88420818964541
371,0,8.3615731266457
372,0,6.14318946203451
373,0,6.38792983586242
374,0,7.49708261294999
375,1,10.062120155055
376,1,10.8275412571337
377,0,9.87128261430319
378,0,10.9848653396694
379,0,7.87137859057618
380,0,9.99439498857057
381,0,10.558966492099
382,1,9.75696154562331
383,0,9.91936436112666
384,1,10.1267972553226
385,0,9.62962459354374
386,1,11.4956018571749
387,1,11.3644152067665
388,1,11.9967168306045
389,1,10.8512408789018
390,0,9.00447315898621
391,1,12.058189493725
392,0,11.412011791483
393,0,8.21060477531868
394,0,11.0748130136668
395,0,8.53826571421659
396,0,7.65596393915295
397,0,12.9540005865568
398,0,10.6785202771051
399,0,12.4544563625898
400,0,11.5285832024543
401,1,12.5222376258996
402,1,11.1832529812427
403,1,8.57991264879784
404,1,15.0641337305876
405,1,11.7283369986454
406,0,11.7425248096058
407,0,10.2030712959311
408,1,12.0188899967167
409,0,6.80931499753813
410,0,10.9786539633768
411,1,11.6715842258619
412,1,11.1971985683568
413,0,7.74838047093373
414,1,9.70983275569604
415,0,7.16305976879161
416,0,9.30880011353887
417,1,10.7417487322386
418,0,9.92890025678463
419,0,9.25246268442472
420,1,7.56960201290697
421,0,14.1630245610819
422,1,9.56666115797233
423,0,7.99299773157652
424,0,9.07275612636251
425,1,8.13592929232314
426,0,10.6732955879333
427,1,10.1099575542996
428,0,10.2862519880074
429,0,8.77226187620454
430,0,12.1351250629253
431,1,9.40915968774502
432,1,9.50758069169526
433,0,6.16241678886304
434,0,11.6569705633764
435,0,12.7508704478454
436,1,10.4331988540808
437,0,9.5516760549585
438,0,9.55478567592695
439,0,10.0703370270219
440,0,7.67057465865376
441,0,9.26023053598699
442,0,7.03947886816224
443,1,8.78443157122925
444,1,6.00461727255924
445,0,12.4977891776042
446,0,11.8065139510754
447,1,10.9052466834038
448,1,10.0627495549899
449,1,9.40350772973922
450,1,10.7195096480548
451,1,12.8977783906238
452,0,6.48697655459182
453,0,9.34128310058039
454,0,8.69630467734632
455,1,11.4355580632333
456,0,9.82148193023668
457,1,9.95843439469397
458,1,8.96234423855737
459,1,12.9646054923391
460,0,11.1020587161795
461,0,7.94810375397908
462,0,10.0119236094575
463,0,10.291567954986
464,1,8.90293593514832
465,0,7.38254501547631
466,0,9.72059989587657
467,0,10.2843661532527
468,0,11.3604168320903
469,0,10.7809183083441
470,0,8.85825813896126
471,0,11.8389242014496
472,1,10.8902030924703
473,0,12.7431286929535
474,1,8.99420328021883
475,1,12.6542321509067
476,0,9.20398563052654
477,0,10.7350066259984
478,1,12.2124645693452
479,0,10.5922783314524
480,0,11.5682662719393
481,1,6.20086400558395
482,0,8.69513273922962
483,0,8.9720331533839
484,0,12.4312167189512
485,1,9.34032624303383
486,0,10.4591260419678
